http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/wghofyear	126	1992.000000	1998.300000	15.808512
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/retired	165	1993.000000	2001.300000	21.196478
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/nationality	20	0.000000	0.300000	0.300000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/abstract	3568	5170051589563359.000000	141992.300000	3045261255326411230987058937856.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/year	691	26695722245415524.000000	2002.300000	857385381296901120.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/birthDate	3228	161273.000000	19651216.800000	19051684.649725
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/nwidewins	440	1.000000	1.300000	1.470003
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/wikiPageRevisionID	3592	16330.000000	734786063.800000	733086462.321301
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/imageSize	53	216.000000	220.300000	37.473002
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/anainspiration	29	841316.000000	0.300000	3654061.312718
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/lpga	508	36312488330476816.000000	62003.800000	36297221375447296.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/masters	2073	8898574081806500.000000	0.300000	4311854594155757436928.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/caption	508	40485.000000	2008.300000	846331.676837
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/spouse	519	33.000000	0.300000	254.509489
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/award	91	21.000000	0.300000	204.959288
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/height	2550	1.000000	1.780000	0.786345
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/deathDate	682	27048011836332208.000000	1965964.800000	27048011831977260.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/sunwins	131	5.000000	4.300000	7.948974
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/title	301	0.000000	0.300000	0.297498
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/eurowins	408	2.000000	2.300000	2.578911
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/asiawins	161	2.000000	2.300000	1.972623
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/japwins	306	3.000000	2.300000	3.602260
http://dbpedia.org/ontology/GolfPlayer	http://xmlns.com/foaf/0.1/isPrimaryTopicOf	3592	0.000000	0.000000	0.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/nabisco	452	40811380689299400.000000	82002.300000	943069385660775808.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/pgawins	693	4.000000	3.300000	5.540663
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/usamateur	54	341606371695594496.000000	1932.800000	2594172894754245632.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/deathDate	580	3419229.000000	19760779.300000	15731109.539275
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/yearpro	2514	1985.000000	1993.300000	81.978402
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/imagesize	345	219.000000	225.300000	39.890065
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/goals	2	0.000000	0.800000	0.943398
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/birthDate	3398	628075.000000	1961329.300000	7815561.231523
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/rd2Team	1	0.000000	0.300000	0.300000
http://dbpedia.org/ontology/GolfPlayer	http://xmlns.com/foaf/0.1/homepage	467	0.000000	0.000000	2.637944
http://dbpedia.org/ontology/GolfPlayer	http://www.w3.org/2002/07/owl#sameAs	3570	0.000000	0.000000	0.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/children	421	0.000000	0.300000	1.926111
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/evian	205	623268.000000	2016.300000	3091099.445197
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/seneurowins	104	3.000000	2.300000	3.720732
http://dbpedia.org/ontology/GolfPlayer	http://xmlns.com/foaf/0.1/depiction	971	0.000000	0.000000	0.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/thumbnail	971	0.000000	0.000000	0.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/open	2114	8725990573123379.000000	2011.300000	5961388113827041640448.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/champwins	203	4.000000	2.300000	4.695386
http://dbpedia.org/ontology/GolfPlayer	http://purl.org/dc/terms/subject	3457	0.000000	0.196500	0.195550
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/otherwins	1140	4.000000	2.300000	8.207496
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/mr	28	0.000000	0.300000	0.300000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/dumaurier	263	70139711300551968.000000	61999.300000	70139710536481712.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/date	16	1152921504475126528.000000	2016.300000	1152917736263776128.000000
http://dbpedia.org/ontology/GolfPlayer	http://www.w3.org/ns/prov#wasDerivedFrom	3592	0.000000	0.000000	0.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/lpgawins	310	5.000000	2.300000	8.474002
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/auswins	118	5.000000	2.300000	8.048908
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/wikiPageExternalLink	1178	0.000000	0.000000	7.944019
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/klpgawins	35	5.000000	4.300000	4.584290
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/weight	1794	80468.000000	79380.000000	9807.653247
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/pga	2082	8860107623478144.000000	2.300000	4346745579936398966784.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/rr	28	0.000000	0.300000	0.300000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/britamateur	64	288230376118556608.000000	51956.800000	2360236273652331649970487689216.000000
http://dbpedia.org/ontology/GolfPlayer	http://www.w3.org/2000/01/rdf-schema#comment	3568	5170051589563359.000000	141992.300000	3045261255326411230987058937856.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/Person/height	2548	177.000000	178.000000	8.296265
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/jlpgawins	63	10.000000	3.300000	15.869743
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/prowins	2826	7143.000000	5.300000	379175.569938
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/winsAtMajors	30	0.000000	0.200950	0.200874
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/majorwins	325	1.000000	1.300000	2.212725
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/wikiPageID	3592	5135507815128700.000000	22647758.800000	5135507792800480.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/alpgwins	41	2.000000	1.300000	2.650771
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/ontology/Person/weight	1794	80.000000	79.380000	9.818828
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/years	26	1546866.000000	1977.800000	5353321.942387
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/chars	7	0.000000	0.300000	0.300000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/hangul	27	0.000000	0.300000	0.300000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/status	780	5.000000	0.300000	101.296720
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/wusopen	521	35406418563459272.000000	81979.300000	8741127170567686848512.000000
http://dbpedia.org/ontology/GolfPlayer	http://dbpedia.org/property/wbritopen	383	48163822643053176.000000	82004.300000	1025320402201286144.000000
